Unnamed: 0,id,title,detail,condition,is_completed,price,location,source,model,model_type
2557,8333f7aa-5c9d-4fbf-aec6-e88c19fe2ce8,스토케 익스플로리 V4 유모차 오렌지,"스토케 익스플로리 V4 유모차 오렌지 물려받아서 사용한거라 사용감은 있습니다. 시트는 세탁하고 사용하세요. 컵홀더, 발받침대 모두 드립니다. 예민맘은 피해주세요 부피가 있어서 직접 와주셔야 합니다. 중고거래 특성상 환불은 불가 합니다",사용감 많음,True,130000.0,경기도,daangn,explori,
2567,8389035e-f079-4f6a-bb3f-aa59e8b19aaf,스토케 익스플로리 유모차 v3,재판매입니다 사용감있으나 매우 깨끗허고 아무 이상 없어요 막 써도 고장 안나는 0개월에서 6개월까지 쓰기 정말 좋은 유모차에요 저희아기도 썼고 4계절용 방풍 커버(4만5천원)도 드립니다 방풍커버는 저희가 따로 삼(3개월 전에) 방풍커버보다 싸게 드림…,사용감 적음,True,9500.0,광주광역시,daangn,explori,
2570,83d9872e-b970-4eba-9883-0ddb90814095,스토케 절충형 유모차 비트 블랙색상,스토케 절충형 모델 비트입니다 정품등록되어있습니다 정확히 기억안나는데 3-4년전?구매입니다 실사용은 1년반정도 되는것 같습니다 전체적으로 상태 양호하나 벨트부분 어깨끈 한개 분실된 상태입니다 사용상 큰불편은 없습니다 시트세탁해놓고 보관중입니다 둔촌동 혹은 대치동에서 거래가능합니다,사용감 적음,True,150000.0,서울특별시,daangn,beat,절충형
2571,83ddc6cd-9ac0-46d5-ac2d-f7e0c9de7309,스토케 트레일즈 오프로드 블랙팝니다!,스토케 트레일즈 블랙컬러 오프로드 모델 판매합니다. 17년도에 구입하긴 했지만 아직 튼튼하고 바퀴 타이어?도 작년에 모두 교체했었습니다. 신생아 시트도 함께 있습니다 :) 아래 바구니가 매우 커서 장볼 때 매우 편리합니다. 다만 세탁을 하지 못해서 감안하여 가격 책정하여 판매합니다. 서브 유모차로 동네 돌아다니실 때 쓰시면 좋을 거 같아요. 안정적이고 크기가 커서 만 2세 넘어서도 사용했었습니다.  직거래만 가능  반품은 불가합니다.,사용감 많음,True,30000.0,서울특별시,daangn,trailz,
2576,8440b382-6f00-4ddf-92a3-65581ccbfa32,스토케 디럭스 유모차 트레일즈,"스토케 디럭스 유모차 트레일즈 재당근합니다 ^^ 친정에서 쓴다고 당근으로 구매해서 잘 쓰고 내놓습니다. 당근해올때 깨끗한 상품으로 거래해왔고, 지금도 충분히 깨끗한 편인것 같아요! 저희 아기는 7개월까지 잘 썼고 이제 휴대용 유모차로 넘어가도 될것 같아서 본가 온김에 내놓습니다 :) 디럭스 유모차 비싼데 아기가 어릴땐 밖에 잘 나가기도 힘들기 때문에 당근으로 거래하시고 재판매하시는거 강추드려요!! (7개월 이전에 절충형이나 휴대용 쓰시는건 정말 비추입니다.. 아기를 위해 디럭스 꼭 써주세요) 이 제품 장점은 1. 정말 튼튼하다. 바퀴가 큼직해서 울퉁불퉁한 길도 아기 머리 흔들리지 않고 잘 갈 수 있어요 2. 장바구니가 크다. 마트갈때 잘 썼습니다 :) 3. 아기가 잘 누워 있는다. 스토케 브랜드가 있는 제품이여선지 처음부터 저희 아기는 좋아했어요 ㅎㅎ 4. 핸들링 좋아요. 본가에서 부가부, 잉글레시나 디럭스까지 써봤는데 스토케가 핸들링은 가장 마음에 들었습니다. 단점은 무겁고 큽니다 ㅠㅠ 세단 차량에는 아마 안들어갈 것 같아요… 폴딩해도 커요..!! (그만큼 아기들에게 튼튼한 유모차입니다. 머리가 흔들리지 않아요 ㅎㅎ) 큰 차량을 갖고 계시거나 근처에 사시는 분이 가져가시면 좋을것 같습니다. 원하신다면 방풍커버도 드릴게요!(얼마 안써서 거의 새상품이에요.. ㅠㅠ) 사진으로 자세히 봐주시고 구매 문의주세요",새 상품,True,120000.0,,daangn,trailz,절충형
2578,84497981-ec21-4c4f-91e6-1a1403378a33,스토케익스플로리엑스 유모차,"22년도 2월 구매. 스토케 익스플로리엑스 디럭스유모차 입니다. 신생아 시트 없구요. 저는 따로유모차시트사서써서빼둿는데 못찾겠네요 기타 방풍커버 모기장2개 , 컵홀더 포함입니다 상태는 최상입니다. 흡집없고 얼룩도 전혀없습니다. 보관을 잘해둬서 컨디션 진짜 좋습니다..",사용감 적음,True,620000.0,,daangn,explori,디럭스
2579,845b00e6-4762-43ed-b5bc-b7ccc0b19bf7,스토케 익스플로리엑스 디럭스 유모차 올블랙 1년안됨,"스토케 익스플로리엑스 올블랙입니다 22년 9월말 예약주문해서 12월에받고 23년 2월 말부터 1월에 태어난 애기 태우기 시작했어요 올블랙은 기본 두세달 기다리셔야되는거 아시죠? 올해 가격 많이올라서 192만원이네요 1년도 안태운거 깨끗한거 반값안되게 사가셔서 태우세요 무겁긴하지만 그만큼 안정적이고 흔들림 없어요 애기들 유모차 탈때 머리흔들리면 안되잖아요~ 레그받침은 아직 너무 아기라 필요없어 보관만 했어요 정품 컵홀더 지금쓰고있는 방한커버 모기장 두개 가방걸이 앞보기가능한 폴레드에어러브,배터리 모두 같이드릴게요 요 악세사리만 따로사도 10만원은넘어요~ 직접 보시고 구매하셔도됩니다!",사용감 적음,True,760000.0,대구광역시,daangn,explori,디럭스
2583,84c07623-51c1-44fb-b6a0-39a7ff1d4fd6,스토케 베이비젠 요요2 스톤컬러 휴대용 유모차 팔아요,스토케 베이비젠 요요2 스톤 컬러 휴대용 유모차 판매합니다 - 모델명: YOYO2 - 색상: 스톤 - 추천 연령: 6개월 ~ 48개월 (최대 22kg) - 초경량: 6.2kg - 기내 반입 가능 사이즈 상태는 사진 참고해주세요~ 깨끗합니다,사용감 적음,True,230000.0,울산광역시,daangn,yoyo,
2585,84eeeb10-6a74-4acb-ab14-0d73d9364ea1,스토케 유모차 팔아용,스토케 스쿠트입니다 재당근인데 세척해놔서 깨끗해요ㅎㅎ 친정 서브용으로 한달전 당근해서 1~2회사용 하고 세워두기만 했어요 바퀴상태 좋구 폴딩하면 승용차들어가요 새로 장만해서 판매합니다 발받침대 전용우산 레인커버 방풍커버 다같이 드려용,사용감 적음,True,30000.0,,daangn,scoot,
2602,85c487be-c01c-4826-8a2d-5997f6ac07f5,스토케 유모차 비트 미개봉,유모차 선물을 받아서 부득이 하게 팝니다 스토케 브랜드는 뭐 워낙 유명해서.. 다들 아실거같아요 저도 안써본거라 핸들링이랑 이런건 잘 모르겠어요ㅠ 실물 저는 현장에서 봤는데 실물 찍짜고 뜯기 그래서 인터넷 이미지 첨부합니다!,새 상품,True,8000.0,,daangn,beat,
2605,85e86a7e-814d-4cf4-a3bf-2a889ebf0101,스토케 유모차,"스토케 익스플로리 유모차입니다 아이와 함께 외출하기 좋아요! - 높이 조절이 가능해서 아이와 눈높이를 맞출 수 있어요 - 양대면 기능으로 아이가 앞을 보거나 엄마를 볼 수 있어요 - 시트가 편안하고 수납 공간도 넉넉합니다 중고인만큼 생활 스크래치 약간 있어요 예민하신 분은 지나쳐 주시고 꼭 사실분만 챗 주세요 되도록 상세하게 사진첨부 하였으니 잘 보시고 구매 부탁드립니다 원하시면 방풍커버와 컵홀더, 가방걸이 사진에 있는 시트 같이 챙겨드릴게요  육아전쟁으로 인해 답변이 늦을 수 있는 점 양해 부탁드려요 아기가 있어서 문고리거래 희망합니다‍ 선입금 후 상세주소 알려드려요 챗순이 아닌 먼저 가지고 가실 수 있는 분과 거래 원해요",사용감 많음,True,60000.0,경기도,daangn,explori,
2616,868238ff-e50b-4e91-a75f-4d8c3eeaf950,스토케 비트 멜란지블루,스토케 비트 멜란지 블루 유모차입니다 아기가 이제 네 살이라 내놓습니다. 배시넷도 있어서 신생아부터 사용했습니다. 배시넷은 6개월도 사용 안해서 거의 새상품급입니다. 접히는 것도 생각보다 작게 접혀서 트렁크에 잘 들어가고 이거 들고 해외여행도 많이 다녔습니다. - 사용 연령: 신생아 ~ 48개월 - 양대면 가능 - 컵홀더 포함 생활 스크래치 약간 있으니 사진 참고해주세요! 더현대 여의도에서 빌려주는 그 유모차입니다. (재당근 아닙니다),새 상품,True,180000.0,서울특별시,daangn,beat,
2622,869c80ed-0fb3-4c03-8a89-dfad42b2e656,(재당근)스토케 익스플로리 유모차,"튼튼하고 핸들링이 너무 좋은 유모차에요~ 방한커버,레인커버,가방 있습니다. 겨울에 손시렵지 않게 유모차 장갑도 드릴께요~^^ 당근했는데 유모차 선물이 들어와서 사용하지 않고 그대로 재당근합니다~",사용감 많음,True,20000.0,제주특별자치도,daangn,explori,
2630,873b0249-1a6a-4d98-a0b8-e08e7b96a519,스토케 익스플로리 유모차 팝니다,사용감은 있지만 나름 깨끗하게 써서 상태 나쁘지 않습니다. 한번 닦아서 사용 하시면 될듯합니다 바퀴도 튼튼하고 좋습니다 이제 아기가 안타서 판매합니다 모기장 및 컵홀더 제외고 방풍커버 포함입니다. 네고 불가이며 꼭 구매하실분만 연락주세요,사용감 적음,True,100000.0,,daangn,explori,
2633,8760a51b-0dc4-4fdb-91a5-2089c85ebd2c,스토케 디럭스 유모차 익스플로리 v6,"코너링 좋고 안정감 있는 스토케 v6입니다. 앞보기, 뒤보기, 각도조절 다 가능해서 신생아부터 3살까지 쭉 쓰실 수 있습니다. 손잡이가 높아서 특히 키 큰 엄마, 아빠분께 강추드려요!(낮은 유모차는 허리 아파요..ㅠㅠ) 장바구니도 넉넉해서 좋아요. 흔하지 않은 초록색상이라 저는 여름 캐노피를 주로 사용했는데 회색캐노피도 있어서 기분에 따라 바꿔 사용하시면 좋습니다. 사용감은 사진과 같고 앞바퀴쪽 흠집이 있습니다.(장바구니 쪽이라 잘 보이지 않아 저도 이제 봤네요.) 세탁 맡기시면 지워질 것 같은 얼룩들도 있습니다. 본품, 신생아 커버, 회색 캐노피, 정품컵홀더, 모기장, 방풍커버(약한 비 가능) 모두 포함하여 판매합니다.",사용감 많음,True,300000.0,,daangn,explori,디럭스
2637,87b5ddcd-f765-4d6d-bff7-6130a6bb1f0c,스토케 트레일즈 유모차 시트 색상 그레이멜란지  새상품 ,스토케 트레일즈 유모차 시트 색상 그레이멜란지  새상품 구입후 창고에 방치하게 되어 내놓아요 직거래는 서대문역 근처 경찰 기념 공원 입니다,새 상품,False,850000.0,소공동,bungae,trailz,
2639,87dd6792-8717-48e2-b342-012bfb0277d5,스토케 익스플로리 V6,"스토케 익스플로리 V6 2021년 구매. V6가 면대면 옮기기 편하고 좋아요 아이가 신생아 때 집에서 타고 유모차 거부로 몇 번 못 타고 모셔놓기만 했어요 생활 기스는 있습니다 1. 스토케 신생아 시트 2. 맘네스트 방풍 커버, 바퀴커버 3. 오맘 모기장 커버 4. 스토케 정품 풋 머프 5. 쉐베베 라이너 6. 마롤로뜨 소프트 라이너 (얇은 시트) 7. 커즈 컵/폰 홀더, 소품 정리함 8. 가방걸이 9. 유모차 장난감 (호환 잘 안 돼요ㅜㅜ) 함께 드립니다 세탁 완료해서 비닐에 보관중입니다",사용감 많음,True,380000.0,부산광역시,daangn,explori,
2640,87e8bc10-4609-4d9c-b707-3d03d4e418ed,스토케 디럭스 크루시 유모차 팝니다 (더이상 가격인하없음),스토케 디럭스 크루시 유모차에요 깨끗하고 하자 전혀 없습니다!! 지금은 단종되었지만 몇번 쓰지 않았고 장볼때 엄청 편해요 구매하시면 신생아 등받이/ 유모차 우산/방풍커버/컵홀더/가방걸이 모두 드리겠습니다! 세탁도 해두어 바로 사용 가능한 상품이에요~ (육아중이라 시간낭비 안하고싶어요..ㅠ) * 중고거래 특성상 교환 환불 불가합니다,사용감 적음,True,50000.0,경기도,daangn,crusi,디럭스
2641,87ee01c3-3de5-43ce-a42b-a59c9393b7bf,스토케 트레일즈 디럭스 유모차,"당근으로 40만원주고 구입해서 딱 1년 잘쓰고 다시 내놓습니다. 블랙색상이라 때타지 않아 좋구요, 아이가 어릴때 울퉁불퉁한 길 다녀도 안정적이라 걱정없어요. 밑에 바구니 크기는 대용량으로 이미 유명하죠. 방한커버, 레인커버, 방충망, 우산, 컵홀더까지 세트로 있습니다. 사용감은 어쩔수 없이 있지만, 깔끔하게 쓰려고 노력했습니다. 예민맘은 패스해주세요. 크기가 있어 직접 가지러 오셔야 하고, 경차를 제외하곤 다 실릴거 같네요. 환불은 안되니 사실분만 연락주세요.",사용감 적음,True,140000.0,서울특별시,daangn,trailz,디럭스
2646,8811ebb3-2550-4460-b1ae-ea4c6ea3cc65,스토케 스쿠트 유모차,스토케 스쿠트 유모차 입니다. 컴팩트한 절충형 유모차로 큰바퀴로 높은 턱도 쉽게 올라 갈 수 있습니다. 컵홀더와 선풍기도 드립니다. 캐노피 커버에 얼룩이 있어 세탁후 사용바랍니다.,사용감 많음,True,250000.0,경기도,daangn,scoot,절충형
2652,886bde53-89d2-425c-a61d-95d09e11b063,스토케 크루시 팝니다!,"스토케 크루시 팝니다! 앞보기 뒤보기 모두 가능하고, 아래 바구니 넓어서 너무 유용해요! 낮잠이불 두 개 넣고 다녔네요 ㅎㅎ 묵직하지만 잘 굴러갑니다. 둘째도 유모차 거부가 와서 처분합니다. 오래된 모델이지만 최근까지도 깨끗하게 잘 썼네요.",사용감 적음,True,60000.0,서울특별시,daangn,crusi,
2653,88854e22-aa12-45ec-a43c-803e16c58920,스토케 익스플로리v6 유모차 그레이색상,백화점구매 200가까이줬어요 자연스런 사용감은있어요 세탁하시면 깨끗해요 사진에 표시된부분 살짝 까임있고 가방에가려져 안보였는데 살짝 벌어졌더라구요 워낙 단단해서 더 벌어지거나하진않아요 가방끈이 껴서 안접히는데 힘쎈남자분이 도라이바로 하셔야해요 아니면 as불러야하고요;; 그래서 저렴히올려요 여름에 햇빛가릴수있는 빨간양산 있구요~ 신생아패드 가림막 컵홀더 가방 다있어요~,사용감 적음,True,150000.0,경기도,daangn,explori,
2659,88c7786d-14e7-470c-8f33-124be8e027f4,스토케 트레일즈 유모차,"스토케 트레일즈 이제 단종되서 안나오는걸로 아는데 바구니 넓어서 장보러갈때 외출할때 진짜 좋아요 디럭스 안정감은 말할것도없고요 ㅎㅎ 더 태우고 싶은데 휴대용 구매하면서 자리가 좁아져서 팔아요~~ 컵홀더2 스토케방풍커버 겨울시트 바퀴커버(정품x) 문의주세요~~ **보관을 오래하면서 유모차 윗부분 천에 빛바램 생겨서 18만원 깎아서 20만원에 올려요 ㅠㅠㅠㅠ 신경안쓰고 쓰실분, 커버교체해서 쓰실분 문의주세요**",사용감 많음,True,200000.0,대전광역시,daangn,trailz,디럭스
2664,88ef6f05-e0f1-4aa0-8bf9-f9755d1a0017,스토케 익스플로리v4 디럭스 유모차,겨울아기라 외출 좀 가능해질때쯤 되니 여름이였어서.. 병원갈때 몇번 쓴게 다에요. 어느정도 커서 휴대용으로 넘어가느라 내놓습니다! 손잡이에 생활기스 좀 있고 어느정도 사용감 있어요. 시트 오염없이 깨끗하게 썼습니다. 손잡이 발받침 컵홀더 레인커버 방풍커버 여름용 썬세드 라이너 있어요. 재당근 아니고 조카가 쓰던거 받아서 잠깐 썼어요. 스토케v4모델의 생산이나 판매 시기가 있는데 전체 사용기간까지 문의하시면 저도 답변드리기가 어렵네요..ㅠㅠ,사용감 적음,True,140000.0,경기도,daangn,explori,디럭스
2666,890dc203-cb6c-4573-8560-677b2e52d1d8,스토케 유모차,"스토케 익스플로리 유모차 판매합니다 - 시트 높이 조절 가능 - 양대면 기능으로 아이와 교감하며 사용 가능 - 넉넉한 수납공간 - 신생아부터 사용가능 -신생아패드,우산,컵홀더 포함 생활 기스 있지만, 전체적으로 깨끗합니다 원하시면 투명방수커버,모기장커버 같이드려요 비대면거래/교환환불 불가",사용감 적음,True,55000.0,울산광역시,daangn,explori,
2670,892603a5-db17-4a6f-a60b-3a630fac0276,(유모차) 스토케 익스플로리 v6,"유모차 스토케 익스플로리 V6 판매합니다. 차에서 꺼낼 때 긁힌 기스나 생활기스 약간 있으나 사용 하는데는 지장 없습니다. 컵홀더, 모기장(정품), 바람막이(호환,별도구매), 패딩(호환,별도구매) 포함입니다.",사용감 많음,True,300000.0,서울특별시,daangn,explori,
2672,8934c676-b4c7-4116-bf63-416083d23ca2,스토케 트레일즈 오프로드 유모차,풋머프 레인커버 방풍커버 컵홀더등 추가구성품 풋머프는 세탁후 고리가 떨어져서 끈으로 대체해서 사용했어요 사용감이 있으니 예민하신분은 피해주시고 오프로드라 바람빠지면 공기주입해야합니다 생각보다커서 승용차 트렁크에 안들어갈수있어요 이유있는 네고 가능합니다 몇번안쓴 유아이불세트 드림합니다,사용감 많음,True,50000.0,제주특별자치도,daangn,trailz,
2674,8951693b-1858-4f1f-aa23-34da06534ea3,스토케 크루시 디럭스 유모차,"너무 잘썼던 유모차 내놓습니다. 아래 장바구니가 커서 아주 잘썼어요 바퀴쪽 말고 유모차 시트는 대체로 깨끗하지만- 세탁 세척은 한번 하고 사용하셔요- 구성품은 사진에 보이는 것들이고- 유모차 이너시트도 함께 드립니다. 구성품) 2. 방한커버 3.레인커버(와우베이비제품) 4.엘리펀트이어 베게, 유모차 이너시트 5.이너시트(쿨시트)",사용감 적음,True,50000.0,세종특별자치시,daangn,crusi,디럭스
2675,896ac4f6-3955-48c9-bd08-b3464ff5c930,스토케 익스플로리 v6,"스토케 익스플로리 v6 멜란지블랙입니다 2020년에 구입해서 동네산책할때 주로 썼고 유모차 라이너 깔고 사용했습니다 아기가 좀 크고나선 보관만하고 있습니다 깨끗하게 썼는데 그래도 중고인 점 감안해주세요 손잡이부분 까짐이 있어 사진 확인해주세요 신생아시트, 컵홀더, 쿨시트있습니다",사용감 적음,True,300000.0,,daangn,explori,
2676,896fc6c2-6f76-45f3-ab4f-bf2eee0aa202,스토케 익스플로리 유모차,스토케 익스플로리 디럭스 유모차팝니다 색상은 로즈골드입니다~~! 사진에 있는 모든 추가 구성품 드립니다~! 휴대용으로 갈아타서 내놓습니다! 산책용으로만써서 상태 좋아요! 손잡이는 커버 계속씌우고 사용해서 까짐없어요~! 디럭스유모차 새거너무비싼데 중고 잠깐쓰고 절충이나 휴대용으로 가는게 좋은듯합니다. 들고가주셔야되고 오시면 접는방법 알려드릴게요~!,사용감 많음,True,60000.0,,daangn,explori,디럭스
2679,89805a69-fbe5-4722-8f3b-140b1002b55e,스토케 익스플로리 유모차 (레드),"스토케 익스플로리 유모차 빨간색입니다. 물려받아서 v 버전은 정확하게 모르겠습니다. 폴딩, 손잡이 조절 등 다 됩니다~ 물려받은 다음에 블랑베베 세탁 후 3개월 사용하였습니다. 생활감 약간 있지만, 전체적으로 깨끗해요~ - 휴대용 바구니가 사이즈는 같은데 버전이 달라서 그런지 결합은 안되요",사용감 적음,True,25000.0,부산광역시,daangn,explori,
2681,899a2da8-c977-4e98-9017-43fb60196994,스토케 크루시 유모차 디럭스 팔아요~,"스토케 크루시 디럭스 유모차 판매합니다 아이가 편안하게 잘 탔어요~ 이제 유모차 안 타서 내놓습니다~ 사진처럼 깨끗하게 사용했습니다 신생아 시트, 방풍커버, 컵홀더, 통풍시트 다 드려요~ 디럭스 유모차 짧게 탑니다~ 저렴히 가져가세요~ - 튼튼한 프레임 - 편안한 시트 - 신생아부터 사용 가능 아기가 있어서 문고리 비대면 원합니다. 선입금 주시면 주소보내드립니다. 중고물품이기에 반품 환불 불가합니다.",사용감 적음,True,90000.0,대전광역시,daangn,crusi,디럭스
2685,89c967ef-70d1-42c0-a533-ae29c36c0e2b,스토케 유모차 (플러스),"스토케 익스플로리 유모차 판매합니다. 색상은 회색이고 사용감은 있습니다. 세컨드로 아기 할아버지댁에 놔두고 사용하려고 구입한건데 거의 사용을 못하고 공간만 차지하고 있어 처분합니다 문앞거래 희망해요~!! 포함된 액세서리: - 정품 레인&방풍 커버 - 정품 방충 커버 - 사용했던 여름, 겨울용 쿠션 - 필요하시면 정품커버 대신 편하게 사용했던 방충커버 드려요",사용감 많음,True,43000.0,,daangn,explori,
2686,89e5beb1-cbac-4e9e-8b2c-6d22394e1a72,스토케 익스플로리 V5 디럭스 유모차,"안녕하세요 스토케 익스플로리 V5 디럭스 유모차 판매합니다 깔끔하고 고급스러운 멜란지 그레이컬러입니다 집근처 공원 외출용 정도로만 가볍게 깨끗하게 사용하여 상태 괜찮은 편입니다 신생아 패드(등받침), 모기장, 썸머키트, 방풍커버, 스토케 컵홀더 같이 드립니다 사진 상에는 안나왔지만 스토케 전용 멜란지 그레이 우산도 있습니다 마곡일성트루엘아파트 에서 거래 희망합니다",사용감 적음,True,220000.0,서울특별시,daangn,explori,디럭스
2692,8a1e2dde-615d-42a9-89e7-430a70816434,스토케 익스플로리 V3 베이지,스토케 XPLORY V3 베이지색입니다. 당시 정품으로 구입하였고 거의 실내에서만 사용하여 사용감 많지 않습니다.(사진 보시면 아실거예요^^) 세트구성인 유모차 가방(같은 베이지색)도 있습니다.,사용감 많음,True,100000.0,서울특별시,daangn,explori,
2693,8a1e6ffe-5579-4744-913c-9cf719c07363,스토케 익스플로리 C유모차,"스토케 익스플로리 C유모차 팔아요 그레이 레몬 스트라이프 썸머키트(한정판 정품), 가방 두개 (정품), 바퀴 잘 굴러가고 브레이크 동작도 문제없습니다 스크래치 및 얼룩은 첨부사진 참조하시고 손잡이부분 사용감은 조금 있습니다(첨부사진 참조) 예민맘은 피해주세요 사진의 라이더는 미포함입니다 중고특성상 거래후 반품은 되지 않으니 물품 보시고 가져가세요",사용감 많음,True,20000.0,대구광역시,daangn,explori,
2697,8a5a825a-f0a6-41e7-b93e-083946da4c22,스토케 익스플로리 V5 유모차 (올 블랙 프레임),"작년 이맘때 중고지만 상태 좋은 제품으로 구입했습니다 디럭스는 딱 1년정도 태운다는 말이 맞네요:D 이제 유모차를 거부하는 시기도 왔고, 휴대용 구입으로 인해 사진 및 아래에 작성한 글 구성으로 판매합니다 1. 앞모습 (맘네스트 매쉬핸들커버 있음) 2. 뒷모습 3. 의자부분 확대 컷 4. 왼쪽 바퀴 5. 오른쪽 바퀴 및 브레이크 6. 앞쪽 바퀴 및 가방 7. 기본 구성품 8. 방풍커버 (맘네스트, 사진에 보이지 않는 찍힘이 있으나 사용에 불편하지 않아요) 9. 방한커버 (맘네스트, 사진에 보이지 않는 찍힘이 있으나 사용에 불편하지 않아요) 10. 윈터키트 (구성품 일부누락 및 세탁으로 인해 털 상태가 좋지 않아요 그래도 필요하시면 같이 드릴게요) 11. 가방고리1개 (마니또, 사진 장수 제한으로 못올렸어요) 올 블랙 프레임이고 11번까지 모두 드려요~ 상세 컷이 필요하시면 편하게 챗 주시고 실물 보시고 결정하셔도 됩니다^^ 그럼 연락주세요 거래 후에는 당연히 환불 반품 안됩니다ㅠㅠ 매너 있는 신중한 구매 부탁드립니다 감사합니다^^",사용감 많음,True,195000.0,부산광역시,daangn,explori,디럭스
2700,8a76a95c-acb3-4c5d-a361-6abb265bb87f,스토케 유모차 팔아요,스토케 익스플로리 유모차 팔아요 실 사용은 몇번 안되요 갓난 애기일때 조금 타다가 휴대용 많이 타게되면서 내놔요 쿨거래시 에눌 가능하구요 구성품 여름용 메쉬 시트등 있습니다 많은 연락 주세요!! 거래는 태화동 쪽이 좋아요 단순 찔러보기 사절입니다. 꼭 구매하실분만 연락 부탁드려요^^,사용감 적음,True,200000.0,울산광역시,daangn,explori,
2709,8acd5f7b-90d4-4247-834a-8d4ad9986d6c,스토케 디럭스 익스플로리 V4 유모차(재당근),스토케 익스플로리 V4 베이지 멜란지 색상 유모차입니다. 재당근 한거라 전체적으로 사용감 있습니다 65000원에 당근 구매 했고 제가 받아서 세탁 35000원 주고 했고요 그후로 2번 탑승했어요! 애기가 금방커서 내놔요! 커버랑 받았던 것들 다 드려요!,사용감 많음,True,70000.0,경기도,daangn,explori,디럭스
2715,8afb0b6a-24fe-409d-9bc3-129dbbc37b1b,스토케 크루시 유모차,"16년도 백화점에서 구입해서 아이둘 잘 태웠어요 사용감 있지만 고장난 곳 없고 손잡이 깨끗합니다 컵홀더,우산(미사용) 포함입니다 가질러오셔야 합니다 (반품환불X)",새 상품,True,50000.0,대구광역시,daangn,crusi,
2718,8b08bc2c-13a3-40c4-b346-9d8450163923,스토케 익스플로리 디럭스 유모차 나눔 합니다,"스토케 디럭스 유모차 카키색입니다. 작년에 당근으로 구매해서 잠깐 썼어요 (실내창고에 보관함) 정확한 모델명은 모르겠습니다 브레이크, 손잡이 높낮이 조절, 핸들링 등 작동은 잘 됩니다 손잡이 부분 까짐 있어서 제가 손잡이 커버 구매해서 씌워놨고, 모기장 있습니다. 분리세척 되는것 같은데 저는 당근으로 구매후에 전문세척 맡겨서 사용했습니다. 재당근이니만큼 사용감 있으니 예민하신분들은 피해주세요 시간대 맞으면 배달도 가능합니다",사용감 많음,True,10000.0,서울특별시,daangn,explori,디럭스
2719,8b09add3-0fc6-4d1c-9cf3-fbce82c92e48,스토케 익스플로리 유모차,"스토케 익스플로리 유모차 판매합니다 아이와 함께 자라나는 유모차에요~ 양대면도 가능합니다 인어시트(여름겸용),커버,우산.컵홀더 다드립니다. 재당근이라 사용감은있으나 세컨으로 쓰기에 튼튼합니다. 비대면거래로 가온마을2단지입니다 중고거래상 반품환불 정중히 사양합니다",사용감 많음,True,10000.0,세종특별자치시,daangn,explori,
2720,8b3d9b60-1f98-4661-94b8-841565b6b865,"스토케 YOYO3 유모차 봉쁘앙 (실사용 5회 미만, 프레임 리콜 새상품)","스토케 YOYO3 유모차 프레임 블랙, 컬러팩 봉쁘앙 팝니다 ◡̎ 24년 10월 3일에 대전 신세계에서 824,000원 주고 샀어요 ! 트라이크, 붕붕이 등등 탈 것이 많은 아기라 실사용 5회 미만이구요, 한달정도 쓰다가 리콜 들어와서 리콜받고, 프레임 전체 새상품을 11월 11일에 받았는데 아기가 돌 전에 걸어서 뜯지않고 있다가, 잘 안탈 것 같아서 팝니다 ◡̎ 새상품일 때 가져가세요 ! 돗투돗 방한커버도 구매했는데 오후에 찾아보고, 있으면 함께 드릴게요 ◡̎ 사자마자 얼마 못써서 컬러팩, 시트 등등 다 너무 깨끗해요 ! 연락주세요~~~  문고리거래  선입금 후 주소전달  반품, 환불 불가",새 상품,True,650000.0,대전광역시,daangn,yoyo,
2721,8b4d5501-6f5e-442c-91a8-d3fba015da07,스토케 유모차 트레일즈 핑크 애슬레저,"지인에게 물려받은 유모차입니다. 디럭스 유모차이며 바구니가 큰게 아기 짐가방+장 볼 때 너무 유용합니다 마주보기, 앞보기 가능하며 최근 바퀴 바람 점검, 기름칠해서 부드럽게 굴러갑니다. 단종된 상품이며 사용기간이 있어 사용감 있으나 시트, 차양막, 손잡이, 바구니 등 저도 지인도 깨끗하게 써서 상태 좋습니다. 추가 구성품(본인구매) 컵 홀더 방풍커버 매쉬커버 같은데 안써서 잘 모르겠어요(마지막 사진) (사진에 있는 장갑은 없음) 필요하시면 돗투돗 베개 같이 드릴께요! 과천시립 도담어린이집 앞(과천 위버필드 GATE 4) ▶ 잠시 차량 정차 가능 교환, 환불 불가 문고리 개인사정상 안함",사용감 적음,True,90000.0,경기도,daangn,trailz,디럭스
2729,8ba9960e-977c-4e21-a78c-f7a5a7ba3748,스토케 요요2 휴대용 유모차 블랙+정품 레그레스트,+++스토케 AS가능한 제품++++ 스토케 요요2 SSG 신세계백화점 온라인에서 구매 했어요 정품 레그레스트 포함입니다. 23년 8월에 구매~24년 8월이후 사용안함 깨끗하게 썼습니다. 생활 기스는 조금 있으나 상태 정말 좋습니다. 컬러팩 따로 구매해서 교체가능  요요2 요요 정품 레그레스트 유모차 보관가방 핑구어팩토리 레그레스트 21cm 핑구어팩토리 캐리어밸트 로 직접 와주세요,새 상품,True,350000.0,서울특별시,daangn,yoyo,
